id,version,"created_at","updated_at",user_id,description_id,rss_log_id,num_views,"last_view",rank,"text_name","search_name","display_name","sort_name","citation",deprecated,synonym_id,correct_spelling_id,"notes","classification",ok_for_export,"author","lifeform",locked
with a flattened peltate apex. The apices are fused to the overlying perisporial
layer, but the intervening spaces prevent any fusion with adjacent verrucae, either at their apices or by connectives. Although there are numerous verru-
cae, about 180-230, their elevation is very low, being comparable with that found in G. resinaceum,and similarly this ornament is scarcely visible with
light microscopy. A suprahilar plage area is consistently found, although it may be indistinctly developed, with an exposed, crowded exosporial orna- ment. The small hilar appendix is scarcely visible, and bears an open-pore hilum. Fig. 2/6; pl. 25.
SPECIMEN EXAMINED: Huntingdon, 26 Oct. 1959, Dennis & Gilbert.","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Polyporales_
Family: _Ganodermataceae_",1,"(Pers.) Pat."," ",0
266,4,"2007-01-10 05:03:52","2011-12-18 14:41:13",1,99,18485,11416,"2018-09-09 17:05:30",4,"Galerina autumnalis","Galerina autumnalis (Peck) A.H. Sm. & Singer","__Galerina autumnalis__ (Peck) A.H. Sm. & Singer","Galerina autumnalis  (Peck) A.H. Sm. & Singer","",1,3440,NULL,NULL,"Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Hymenogastraceae_",1,"(Peck) A.H. Sm. & Singer"," ",0
267,4,"2007-01-10 05:03:52","2013-04-26 01:33:02",1,101,28635,1428,"2018-09-08 15:37:46",4,"Fuligo septica","Fuligo septica (L.) F.H. Wigg.","**__Fuligo septica__** (L.) F.H. Wigg.","Fuligo septica  (L.) F.H. Wigg.","Prim. fl. holsat. (Kiliae): 112 (1780)",0,2681,NULL,"!http://farm2.staticflickr.com/1349/5137632983_86dec287bb_o.jpg!","Kingdom: _Protozoa_
Phylum: _Myxomycota_
Class: _Myxomycetes_
Order: _Physarales_
Family: _Physaraceae_",1,"(L.) F.H. Wigg."," ",0
268,3,"2007-01-10 05:03:53","2017-03-08 15:58:46",1,102,35343,1662,"2018-09-08 12:16:28",4,"Fomitopsis pinicola","Fomitopsis pinicola (Sw.) P. Karst.","**__Fomitopsis pinicola__** (Sw.) P. Karst.","Fomitopsis pinicola  (Sw.) P. Karst.","Meddn Soc. Fauna Flora fenn. 6: 9 (1881)",0,4616,NULL,NULL,"Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Polyporales_
Family: _Fomitopsidaceae_",1,"(Sw.) P. Karst."," ",0
269,5,"2007-01-10 05:03:53","2018-02-14 16:18:58",1,6387,69597,1320,"2018-09-06 03:55:39",4,"Fomitopsis cajanderi","Fomitopsis cajanderi (P. Karst.) Kotl. & Pouzar","__Fomitopsis cajanderi__ (P. Karst.) Kotl. & Pouzar","Fomitopsis cajanderi  (P. Karst.) Kotl. & Pouzar","?eská Mykol. 11(3): 157 (1957)",1,5770,NULL,"Collected by :	Cajander	 
Collection date :	aug 1901	 
Country (state) :
Russia
 
Location details :	Siberia, on island Agrafena in river Lena	 
Substrate details :	Larix dahurica	 
Status :	Type
http://www.mycobank.org/BioloMICS.aspx?Link=T&TableKey=14682616000000070&Rec=36638&Fields=All","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Polyporales_
Family: _Fomitopsidaceae_",1,"(P. Karst.) Kotl. & Pouzar"," ",0
270,2,"2007-01-10 05:03:53","2007-07-05 03:27:23",1,NULL,NULL,707,"2018-09-09 21:07:35",4,"Floccularia albolanaripes","Floccularia albolanaripes (G.F. Atk.) Redhead","**__Floccularia albolanaripes__** (G.F. Atk.) Redhead","Floccularia albolanaripes  (G.F. Atk.) Redhead",NULL,0,503,NULL,NULL,NULL,1,"(G.F. Atk.) Redhead"," ",0
271,3,"2007-01-10 05:03:53","2011-11-27 05:21:55",1,2236,69665,1507,"2018-09-03 04:28:30",4,"Flammulina velutipes","Flammulina velutipes (Curtis) Singer","**__Flammulina velutipes__** (Curtis) Singer","Flammulina velutipes  (Curtis) Singer","Lilloa 22: 307 (1951) [1949]",0,3212,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Physalacriaceae_",1,"(Curtis) Singer"," ",0
272,4,"2007-01-10 05:03:53","2018-07-08 16:24:37",1,103,32130,1051,"2018-08-30 18:56:12",4,"Exidia glandulosa","Exidia glandulosa (Bull.) Fr.","**__Exidia glandulosa__** (Bull.) Fr.","Exidia glandulosa  (Bull.) Fr.","??Syst. mycol.?? (Lundae) 2(1):224 (1822)",0,NULL,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Auriculariales_
Family: _Auriculariaceae_",1,"(Bull.) Fr."," ",0
273,13,"2007-01-10 05:03:53","2016-06-12 03:55:15",1,2606,39196,3907,"2018-09-09 18:30:31",9,"Entoloma","Entoloma Fr. ex P. Kumm.","**__Entoloma__** Fr. ex P. Kumm.","Entoloma  Fr. ex P. Kumm.","Führ. Pilzk. (Zwickau): 23, 97 (1871) / Kummer, P. 1871. Der Führer in die Pilzkunde. :1-146",0,5015,NULL,"http://www.indexfungorum.org/names/NamesRecord.asp?RecordID=17553","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Entolomataceae_",1,"Fr. ex P. Kumm."," ",0
274,3,"2007-01-10 05:03:53","2013-03-17 15:13:20",1,2611,92052,413,"2018-07-27 07:37:45",4,"Entoloma ferruginans","Entoloma ferruginans Peck","**__Entoloma ferruginans__** Peck","Entoloma ferruginans  Peck","Bull. Torrey bot. Club 22: 200 (1895)",0,NULL,NULL,"","Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Entolomataceae_",1,"Peck"," ",0
276,5,"2007-01-10 05:03:53","2014-12-26 07:58:18",1,104,19105,1667,"2018-09-09 23:21:43",4,"Dacrymyces palmatus","Dacrymyces palmatus (Schwein.) Burt","__Dacrymyces palmatus__ (Schwein.) Burt","Dacrymyces palmatus  (Schwein.) Burt","",1,3155,NULL,"http://www.indexfungorum.org/names/NamesRecord.asp?RecordID=293870. AND. http://www.mycobank.org/BioloMICS.aspx?Table=Mycobank&Rec=427664&Fields=All.","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Dacrymycetes_
Order: _Dacrymycetales_
Family: _Dacrymycetaceae_",1,"(Schwein.) Burt"," ",0
277,7,"2007-01-10 05:03:53","2018-01-17 16:14:33",1,2722,93613,536,"2018-09-03 06:06:40",4,"Cystoderma fallax","Cystoderma fallax A.H. Sm. & Singer","__Cystoderma fallax__ A.H. Sm. & Singer","Cystoderma fallax  A.H. Sm. & Singer","Pap. Mich. Acad. Sci. 30: 116 (1945) [1944]",1,4099,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Squamanitaceae_",1,"A.H. Sm. & Singer"," ",0
280,4,"2007-01-10 05:03:53","2014-02-19 01:01:06",1,NULL,37194,396,"2018-09-07 05:40:46",4,"Cyathus olla","Cyathus olla (Batsch) Pers.","**__Cyathus olla__** (Batsch) Pers.","Cyathus olla  (Batsch) Pers.","Syn. meth. fung. (Göttingen) 1: 237 (1801)",0,2861,NULL,"",NULL,1,"(Batsch) Pers."," ",0
281,3,"2007-01-10 05:03:53","2014-04-17 22:46:01",1,5595,187418,821,"2018-09-07 19:56:52",4,"Crepidotus mollis","Crepidotus mollis (Schaeff.) Staude","**__Crepidotus mollis__** (Schaeff.) Staude","Crepidotus mollis  (Schaeff.) Staude","_Schwämme Mitteldeutschl._ 25: 71 (1857)",0,95,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Crepidotaceae_",1,"(Schaeff.) Staude"," ",0
282,3,"2007-01-10 05:03:53","2015-04-27 21:02:53",1,NULL,230833,624,"2018-08-05 14:33:32",4,"Crepidotus crocophyllus","Crepidotus crocophyllus (Berk.) Sacc.","**__Crepidotus crocophyllus__** (Berk.) Sacc.","Crepidotus crocophyllus  (Berk.) Sacc.","Syll. fung. (Abellini) 5: 886 (1887)",0,NULL,NULL,"",NULL,1,"(Berk.) Sacc."," ",0
284,8,"2007-01-10 05:03:54","2014-01-20 00:38:57",1,106,2660,1797,"2018-09-03 22:24:18",4,"Craterellus cornucopioides","Craterellus cornucopioides (L.) Pers.","**__Craterellus cornucopioides__** (L.) Pers.","Craterellus cornucopioides  (L.) Pers.","\"_Mycol. eur._\":http://www.librifungorum.org/Image.asp?ItemID=297&ImageFileName=0005b.jpg (Erlanga) 2: 5 (1825)",0,3113,NULL,"http://www.bio.utk.edu/matheny/Site/Publications_files/Matheny_etal_Craterellus_fallax_M.2010.pdf

(March 2010)

Abstract- Phylogenetic analysis of ITS sequences of members of the Craterellus cornucopioides complex (Black Trumpet mushrooms) supports the taxonomic separation of Craterellus fallax apart from C. cornucopioides, with which it has been synonymized in the past. Examination of Pinus virginiana ectomycorrhizal (ECM) root tips and sequence comparison with other insufficiently identified environmental sequences from roots of Tsuga, Quercus, and possibly Castanea supports a broad host range in North America for the ECM symbiont C. fallax. This is the first molecular confirmation of an ECM symbiont with P. virginiana, which associates with a wide diversity of ECM fungi, and the first report of a Cantharellaceae symbiont with this tree, an eastern North American two-needled pine. Three unique species in the C. cornucopioides complex are recovered based on phylogenetic analysis: C. fallax, C. cornucopioides, and an unidentified Craterellus species similar to C. fallax but smaller in stature with smaller spores.

H.B","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Cantharellales_
Family: _Cantharellaceae_",1,"(L.) Pers."," ",0
288,3,"2007-01-10 05:03:54","2016-06-05 18:33:52",43,2704,66388,296,"2018-09-04 05:59:00",4,"Cortinarius collinitus","Cortinarius collinitus (Pers.) Fr.","**__Cortinarius collinitus__** (Pers.) Fr.","Cortinarius collinitus  (Pers.) Fr.","Epicr. syst. mycol. (Upsaliae): 274 (1838) [1836-1838]",0,5856,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Cortinariaceae_",1,"(Pers.) Fr."," ",0
289,1,"2007-01-10 05:03:54","2007-01-10 05:03:54",1,NULL,NULL,219,"2018-09-06 17:28:06",16,"Cortinarius collinitus group","Cortinarius collinitus group","**__Cortinarius collinitus__** group","Cortinarius collinitus   group",NULL,0,NULL,NULL,NULL,"Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Cortinariaceae_",1,""," ",0
290,2,"2007-01-10 05:03:54","2007-01-10 05:03:54",1,NULL,NULL,282,"2018-09-07 01:24:09",4,"Cortinarius sodagnitus","Cortinarius sodagnitus Rob. Henry","**__Cortinarius sodagnitus__** Rob. Henry","Cortinarius sodagnitus  Rob. Henry",NULL,0,NULL,NULL,NULL,NULL,1,"Rob. Henry"," ",0
293,3,"2007-01-10 05:03:54","2012-03-15 11:26:36",1,2465,90170,1185,"2018-09-09 21:04:05",4,"Cortinarius iodes","Cortinarius iodes Berk. & M.A. Curtis","**__Cortinarius iodes__** Berk. & M.A. Curtis","Cortinarius iodes  Berk. & M.A. Curtis","Ann. Mag. nat. Hist., Ser. 2 12: 423 (1853)",0,92,NULL,"http://www.cybertruffle.org.uk/cyberliber/05438/0920.htm

Saccardo, P.A. Sylloge Fungorum 5, 1887



http://www.cybertruffle.org.uk/cyberliber/59575/0020/002/0461.htm

Mycotaxon 20 (2), 1984.","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Cortinariaceae_",1,"Berk. & M.A. Curtis"," ",0
294,2,"2007-01-10 05:03:54","2007-04-15 19:59:20",1,NULL,NULL,177,"2018-08-09 23:02:55",4,"Cortinarius cotoneus","Cortinarius cotoneus Fr.","**__Cortinarius cotoneus__** Fr.","Cortinarius cotoneus  Fr.",NULL,0,NULL,NULL,"Joe Ammirati is very interested in North American collections similar to __C. cotoneus__.  If you find a good specimen, dry it and send it to:

Joe Ammirati Professor
Department of Biology
Box 355325
235 Johnson Hall University of Washington
Seattle, WA 98195
Phone - 206-543-1986 FAX - 206-685-1728
email: cort@u.washington.edu",NULL,1,"Fr."," ",0
295,2,"2007-01-10 05:03:54","2007-01-10 05:03:54",1,NULL,NULL,99,"2018-08-04 01:34:06",4,"Cortinarius calyptratus","Cortinarius calyptratus A.H. Sm.","**__Cortinarius calyptratus__** A.H. Sm.","Cortinarius calyptratus  A.H. Sm.",NULL,0,NULL,NULL,NULL,NULL,1,"A.H. Sm."," ",0
296,4,"2007-01-10 05:03:54","2009-10-06 02:13:25",1,108,1458,3189,"2018-09-07 08:20:15",4,"Coprinus comatus","Coprinus comatus (O.F. Müll.) Pers.","**__Coprinus comatus__** (O.F. Müll.) Pers.","Coprinus comatus  (O.F. Müll.) Pers.","Tent. disp. meth. fung. (Lipsiae): 62 (1797)",0,2669,NULL,NULL,"Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Basidiomycetes_
Order: _Agaricales_
Family: _Agaricaceae_",1,"(O.F. Müll.) Pers."," ",0
297,4,"2007-01-10 05:03:54","2017-04-24 16:16:07",1,3924,23268,1619,"2018-09-02 17:21:27",9,"Coprinopsis","Coprinopsis P. Karst.","**__Coprinopsis__** P. Karst.","Coprinopsis  P. Karst.","Acta Soc. Fauna Flora fenn. 2(no. 1): 27 (1881)",0,NULL,NULL,"The genus __Coprinus__ was broken up primarily based on DNA evidence in 2001.  Fortunately there are also some good macroscopic features that can be used to distinguish the resulting groups.  Based on the new evidence if __Coprinellus micaceus__ and __Coprinus comatus__ (the type for __Coprinus__) were to remain in the same genus you would have to move all of __Agaricus__ and several other genera into __Coprinus__ (or more likely all the __Coprinus__ species would get renamed __Agaricus__).  The four 'new' genera (several of them were actually published long ago) are __Coprinus__, __Coprinellus__, __Coprinopsis__ and __Parasola__.  __Coprinus__ is very small and essentially only includes __Coprinus comatus__ and a couple of very close relatives.  __Coprinellus__ is a large group with a universal veil that breaks up into small particles like __Coprinellus micaceus__.  __Coprinopsis__ includes the familar __Coprinopsis atramentaria__ (aka the Inky Cap).  Here the universal veil is more stringy.  Finally, in __Parasola__ there is no universal veil.  The most common representative of this genus is __Parasola plicatilis__.

<br/>These distinctions are not made in Arora since it was published in the late 80's.  One place you can see the new names is the <a href=\"http://www.speciesfungorum.org/Names/Names.asp\">
Index Fungorum</a>.  There is also discussion of these changes on the <a href=\"http://en.wikipedia.org/wiki/Coprinus\">Coprinus</a> and <a href=\"http://en.wikipedia.org/wiki/Psathyrellaceae\">Psathyrellaceae</a> pages in Wikipedia.  Tom Volk also talks about all this in his <a href=\"http://botit.botany.wisc.edu/toms_fungi/may2004.html\">May 2004 Fungus of the Month page</a>.

<br/>Although it doesn't use the new names, a useful site for identifying members of __Coprinus sensu lato__ is \"All about Inkcaps\":http://www.homepages.hetnet.nl/~idakees/index.html

<br/>While this research has greatly reduced the number of species in __Coprinus sensu stricto__, there are actually a number of species in addition to __C. comatus__ still in __Coprinus sensu stricto__.  MykoWeb has a page on one: \"__Coprinus calyptratus__\":http://mykoweb.com/CAF/species/Coprinus_calyptratus.html (= __Coprinus asterophoroides__).  This page also mentions __C. xerophilus__.

<br/>Based on the the Pacific Northwest Key Council key for \"__Coprinus sensu lato__\":http://www.svims.ca/council/Coprin.htm, there are several others in __Coprinus ss.__ (formerly __Coprinus__ Section __Coprinus__):

__C. arachnoideus__
__C. alnivorus__
__C. spadiceisporus__
__C. umbrinus__
__C. roseistipitatus__
__C. colosseus__
__C. palmeranus__

<br/>The key provides reasonable ways to differentiate between these.  The text on the site also mentions __Coprinus sterquilinus__ which is not in the key, but was one of the species included in the DNA anaylses which came out with __C. comatus__.  I have no idea if the other species mentioned above have actually sequenced or even checked for the macroscopic features of __Coprinus ss.__ to ensure their membership.","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Psathyrellaceae_",1,"P. Karst."," ",0
298,6,"2007-01-10 05:03:54","2016-04-25 03:04:47",1,111,1539,1470,"2018-09-08 22:30:04",4,"Coprinopsis atramentaria","Coprinopsis atramentaria (Bull.) Redhead, Vilgalys & Moncalvo","**__Coprinopsis atramentaria__** (Bull.) Redhead, Vilgalys & Moncalvo","Coprinopsis atramentaria  (Bull.) Redhead, Vilgalys & Moncalvo","in Redhead, Vilgalys, Moncalvo, Johnson & Hopple, Taxon 50(1): 226 (2001)",0,83,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Psathyrellaceae_",1,"(Bull.) Redhead, Vilgalys & Moncalvo"," ",0
299,4,"2007-01-10 05:03:55","2017-03-11 21:24:03",1,3923,43310,1389,"2018-09-07 12:32:09",9,"Coprinellus","Coprinellus P. Karst.","**__Coprinellus__** P. Karst.","Coprinellus  P. Karst.","_Bidr. Känn. Finl. Nat. Folk_ 32: xxviii, 542 (1879)",0,5447,NULL,"\"Index Fungorum record 17364\":http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=17364
\"MycoBank ==#17364==\":http://www.mycobank.org/MB/17364

Type species: _Coprinellus deliquescens_ (Bull.) P. Karst. 1879","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Psathyrellaceae_",1,"P. Karst."," ",0
300,5,"2007-01-10 05:03:55","2017-05-03 00:58:59",1,113,1543,2868,"2018-09-06 23:52:39",4,"Coprinellus micaceus","Coprinellus micaceus (Bull.) Vilgalys, Hopple & Jacq. Johnson","**__Coprinellus micaceus__** (Bull.) Vilgalys, Hopple & Jacq. Johnson","Coprinellus micaceus  (Bull.) Vilgalys, Hopple & Jacq. Johnson","in Redhead, Vilgalys, Moncalvo, Johnson & Hopple, Taxon 50(1): 234 (2001)",0,6324,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Psathyrellaceae_",1,"(Bull.) Vilgalys, Hopple & Jacq. Johnson"," ",0
301,3,"2007-01-10 05:03:55","2009-09-14 02:03:12",1,NULL,27287,700,"2018-09-04 15:17:48",4,"Conocybe tenera","Conocybe tenera (Schaeff.) Fayod","**__Conocybe tenera__** (Schaeff.) Fayod","Conocybe tenera  (Schaeff.) Fayod","",0,81,NULL,NULL,NULL,1,"(Schaeff.) Fayod"," ",0
304,5,"2007-01-10 05:03:55","2018-03-28 07:36:44",1,NULL,274806,1201,"2018-09-09 09:56:29",4,"Coltricia cinnamomea","Coltricia cinnamomea (Jacq.) Murrill","**__Coltricia cinnamomea__** (Jacq.) Murrill","Coltricia cinnamomea  (Jacq.) Murrill","_Bull. Torrey bot. Club_ **31**(6): 343 (1904)",0,NULL,NULL,"These two species are often hard to separate because of the confusing range for the macrocharacters which overlap.  _C. perennis_ seems to be the more cinnamon of the two, but not always!  The width of the spores is a good microcharacter.

<br/>**_Coltricia cinnamomea_**
Cap 1-5 cm, vivid reddish brown (**rusty aging amber**) to dark brown aging wood brown; Zoned but somewhat blurred by radially fibrillose matted fibers, **edges of zones often diffuse**; Center flat to depressed, margin paper thin and hairy (ragged looking).
Pores reddish brown aging tan, not decurrent on stalk.
Spores 6.5-7.5 x 4.5-6.5 um (Hansen & Knudsen, 1997)
Photo: <a href=\"http://plantbio.berkeley.edu/~bruns/picts/mycoblitz/images/IMG_5955.JPG\">MycoBlitz</a>
Photo: <a href=\"http://mykoweb.com/CAF/species/Coltricia_cinnamomea.html\">http://MykoWeb</a>




<br/>**_Coltricia perennis_**
Cap 2-13 cm, whitish tan, soft orangish brown, yellow brown (**golden cinnamon**) to dark brown aging grayish; **Distinctly zoned with sharp edges**; Radially fibrillose or appressed velutinate surface; Center flat to depressed, margin thin and rounded.
Pores grayish brown aging tan, normally decurrent on stalk.
Spores 6.5-9 x 3.5-5 um (Hansen & Knudsen, 1997)
Photo: <a href=\"http://mykoweb.com/CAF/species/Coltricia_perennis.html\">http://MykoWeb</a>

<br/>**References:**

Bernicchia, Annarosa.  2005.  Polyporaceae s.l.  Fungi Europaei Vol. 10.  Edizioni Candusso, Alassio, Italy.  806p.
Bessette, A., A. Bessette and D. Fischer  1997.  Mushrooms of Northeastern North America.  Syracuse University Press, Syracuse, NY.  582p.
Gilbertson, R. L. and L. Ryvarden.  1986.  North American Polypores Vol. 1.  Fungiflora, Oslo, Norway.  433p.
Hanson, Lise and Henning Knudsen.  1997.  Nordic Macromycetes Vol. 3: Heterobasidioid, Aphyllophoroid and Gastromycetoid Basidiomycetes.  Nordsvamp Pub., Copenhagen, Denmark.  444p.
Overholts, L. O.  1967.  The Polyporaceae of the United States, Alaska and Canada.  Univ. of Michigan Press, Ann Arbor, Michigan.  466p.



Habitat/range: On the ground, typically in hardwood forests. Widespread in BC, known from a few collections scattered across the province. Elsewhere in western North America, known from MT, OR, CA, CO, and AZ.
Basidiomata stipitate; stipe usually central, 3–4 cm long, 2–6 mm diameter, cylindrical or flattened, somewhat broader at the base, surface satiny-shiny, bright red brown; pileus plane or centrally depressed, round, rarely more than 4 cm diameter, up to 5 mm thick; margin lobed or entire and then incised; pileus surface velvety, shiny to glossy, concentrically zonate, brown to deep reddish brown; context rusty to reddish brown, fibrous, up to 1 mm thick; tubes up to 2 mm deep, brown to deep reddish brown; pore surface reddish brown, edges thin; pores angular, 2–4 per millimetre.Hyphae 2–10 ?m diameter, walls hyaline and thin or golden yellow to rusty brown and thickened; basidiospores broadly ellipsoid, 6–10 × 4.5–7.0 ?m, walls golden yellow, thin to thickened, weakly dextrinoid.
Notes: The antler-like hyphal tips on the pileus surface of C. perennis are lacking in C. cinnamomea. Coltricia montagnei (Fr.) Murrill is known only from Oregon in western North America. It is distinguished by a poroid lower surface or by concentrically arranged lamellae, and by thicker basidiomata and basidiospores up to 14 ?m long.
